"","year","isic_section_index","isic_section_name","industry_name","skill_group_category","skill_group_name","skill_group_rank"
"355",2015,"K","Financial and insurance activities","Investment Banking","Business Skills","Business Management",5
"356",2015,"K","Financial and insurance activities","Investment Banking","Business Skills","Entrepreneurship",6
"357",2015,"K","Financial and insurance activities","Investment Banking","Tech Skills","Digital Literacy",7
"358",2015,"K","Financial and insurance activities","Investment Banking","Business Skills","Project Management",8
"359",2015,"K","Financial and insurance activities","Investment Banking","Soft Skills","Leadership",9
"360",2015,"K","Financial and insurance activities","Investment Banking","Business Skills","Management Consulting",10
"361",2015,"K","Financial and insurance activities","Investment Management","Business Skills","Investment Banking",1
"362",2015,"K","Financial and insurance activities","Investment Management","Business Skills","Capital Markets",2
"363",2015,"K","Financial and insurance activities","Investment Management","Business Skills","Financial Accounting",3
"364",2015,"K","Financial and insurance activities","Investment Management","Business Skills","Business Management",4
"365",2015,"K","Financial and insurance activities","Investment Management","Soft Skills","Negotiation",5
"366",2015,"K","Financial and insurance activities","Investment Management","Business Skills","Entrepreneurship",6
"367",2015,"K","Financial and insurance activities","Investment Management","Soft Skills","Leadership",7
"368",2015,"K","Financial and insurance activities","Investment Management","Business Skills","Project Management",8
"369",2015,"K","Financial and insurance activities","Investment Management","Tech Skills","Digital Literacy",9
"370",2015,"K","Financial and insurance activities","Investment Management","Business Skills","Growth Strategies",10
"371",2015,"K","Financial and insurance activities","Venture Capital & Private Equity","Business Skills","Growth Strategies",1
"372",2015,"K","Financial and insurance activities","Venture Capital & Private Equity","Business Skills","Entrepreneurship",2
"373",2015,"K","Financial and insurance activities","Venture Capital & Private Equity","Business Skills","Capital Markets",3
"374",2015,"K","Financial and insurance activities","Venture Capital & Private Equity","Business Skills","Investment Banking",4
"375",2015,"K","Financial and insurance activities","Venture Capital & Private Equity","Business Skills","Financial Accounting",5
"376",2015,"K","Financial and insurance activities","Venture Capital & Private Equity","Business Skills","Business Management",6
"377",2015,"K","Financial and insurance activities","Venture Capital & Private Equity","Business Skills","Management Consulting",7
"378",2015,"K","Financial and insurance activities","Venture Capital & Private Equity","Soft Skills","Leadership",8
"379",2015,"K","Financial and insurance activities","Venture Capital & Private Equity","Business Skills","Product Marketing",9
"380",2015,"K","Financial and insurance activities","Venture Capital & Private Equity","Business Skills","Investor Relations",10
"381",2015,"M","Professional scientific and technical activities","Law Practice","Specialized Industry Skills","Law",1
"382",2015,"M","Professional scientific and technical activities","Law Practice","Specialized Industry Skills","Contract Law",2
"383",2015,"M","Professional scientific and technical activities","Law Practice","Specialized Industry Skills","Labor and Employment Law",3
"384",2015,"M","Professional scientific and technical activities","Law Practice","Specialized Industry Skills","Intellectual Property",4
"385",2015,"M","Professional scientific and technical activities","Law Practice","Specialized Industry Skills","Family Law",5
"386",2015,"M","Professional scientific and technical activities","Law Practice","Specialized Industry Skills","International Law",6
"387",2015,"M","Professional scientific and technical activities","Law Practice","Specialized Industry Skills","Criminal Law",7
"388",2015,"M","Professional scientific and technical activities","Law Practice","Soft Skills","Negotiation",8
"389",2015,"M","Professional scientific and technical activities","Law Practice","Business Skills","Growth Strategies",9
"390",2015,"M","Professional scientific and technical activities","Law Practice","Specialized Industry Skills","Tax Law",10
"391",2015,"M","Professional scientific and technical activities","Legal Services","Specialized Industry Skills","Law",1
"392",2015,"M","Professional scientific and technical activities","Legal Services","Specialized Industry Skills","Contract Law",2
"393",2015,"M","Professional scientific and technical activities","Legal Services","Specialized Industry Skills","Labor and Employment Law",3
"394",2015,"M","Professional scientific and technical activities","Legal Services","Specialized Industry Skills","Intellectual Property",4
"395",2015,"M","Professional scientific and technical activities","Legal Services","Soft Skills","Negotiation",5
"396",2015,"M","Professional scientific and technical activities","Legal Services","Specialized Industry Skills","International Law",6
"397",2015,"M","Professional scientific and technical activities","Legal Services","Specialized Industry Skills","Family Law",7
"398",2015,"M","Professional scientific and technical activities","Legal Services","Specialized Industry Skills","Criminal Law",8
"399",2015,"M","Professional scientific and technical activities","Legal Services","Specialized Industry Skills","Tax Law",9
"400",2015,"M","Professional scientific and technical activities","Legal Services","Business Skills","Growth Strategies",10
"401",2015,"M","Professional scientific and technical activities","Management Consulting","Business Skills","Financial Accounting",1
"402",2015,"M","Professional scientific and technical activities","Management Consulting","Business Skills","Management Consulting",2
"403",2015,"M","Professional scientific and technical activities","Management Consulting","Business Skills","Business Management",3
"404",2015,"M","Professional scientific and technical activities","Management Consulting","Soft Skills","Leadership",4
"405",2015,"M","Professional scientific and technical activities","Management Consulting","Business Skills","Auditing",5
"406",2015,"M","Professional scientific and technical activities","Management Consulting","Soft Skills","Negotiation",6
"407",2015,"M","Professional scientific and technical activities","Management Consulting","Business Skills","Project Management",7
"408",2015,"M","Professional scientific and technical activities","Management Consulting","Business Skills","Employee Learning & Development",8
"409",2015,"M","Professional scientific and technical activities","Management Consulting","Business Skills","Entrepreneurship",9
"410",2015,"M","Professional scientific and technical activities","Management Consulting","Soft Skills","Teamwork",10
"411",2015,"M","Professional scientific and technical activities","Biotechnology","Specialized Industry Skills","Pharmaceutical Manufacturing",1
"412",2015,"M","Professional scientific and technical activities","Biotechnology","Disruptive Tech Skills","Genetic Engineering",2
"413",2015,"M","Professional scientific and technical activities","Biotechnology","Specialized Industry Skills","Evolutionary Biology",3
"414",2015,"M","Professional scientific and technical activities","Biotechnology","Specialized Industry Skills","Research",4
"415",2015,"M","Professional scientific and technical activities","Biotechnology","Specialized Industry Skills","Physiology",5
"416",2015,"M","Professional scientific and technical activities","Biotechnology","Specialized Industry Skills","Organic Chemistry",6
"417",2015,"M","Professional scientific and technical activities","Biotechnology","Specialized Industry Skills","Environmental Science",7
"418",2015,"M","Professional scientific and technical activities","Biotechnology","Specialized Industry Skills","Biomedical Engineering",8
"419",2015,"M","Professional scientific and technical activities","Biotechnology","Specialized Industry Skills","Pharmaceutics",9
"420",2015,"M","Professional scientific and technical activities","Biotechnology","Business Skills","Product Development",10
"421",2015,"M","Professional scientific and technical activities","Veterinary","Specialized Industry Skills","Veterinary Medicine",1
"422",2015,"M","Professional scientific and technical activities","Veterinary","Specialized Industry Skills","Zoology",2
"423",2015,"M","Professional scientific and technical activities","Veterinary","Specialized Industry Skills","Agricultural Production",3
"424",2015,"M","Professional scientific and technical activities","Veterinary","Specialized Industry Skills","General Surgery",4
"425",2015,"M","Professional scientific and technical activities","Veterinary","Specialized Industry Skills","Research",5
"426",2015,"M","Professional scientific and technical activities","Veterinary","Specialized Industry Skills","Anesthesiology",6
"427",2015,"M","Professional scientific and technical activities","Veterinary","Tech Skills","Digital Literacy",7
"428",2015,"M","Professional scientific and technical activities","Veterinary","Soft Skills","Communication",8
"429",2015,"M","Professional scientific and technical activities","Veterinary","Specialized Industry Skills","Evolutionary Biology",9
"430",2015,"M","Professional scientific and technical activities","Veterinary","Specialized Industry Skills","Environmental Science",10
"431",2015,"M","Professional scientific and technical activities","Accounting","Business Skills","Auditing",1
"432",2015,"M","Professional scientific and technical activities","Accounting","Business Skills","Financial Accounting",2
